,unique,total,organic,robotic,"robotic,organic",organic__total,robotic__total,"robotic,organic__total",-,Apache-HttpClient,Apache-Jena-ARQ,Asparagus/Asparagus 0.1,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *),C++ WikiAPI,GuzzleHttp,Jakarta Commons-HttpClient/3.1,Java/1.6.0,Java/1.7.0,Java/1.8.0,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45),Magnus labs tools,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/),MediaWiki/1.30.0-wmf.*,MovieGuide-wikidata/0.1,PBB_core fastrun,PetScan,Python-httplib2,Python-urllib,Pywikibot/3.0-dev,QueryBot/0.1,Ruby,SQID Python Helper,WikidataR - https://github.com/Ironholds/WikidataR,YTCleaner,__find_genus,__match_or_create_species,__match_taxon,automatch,auxiliary_matcher,awarder,axios,beaTunes,beacon,bot_commons,botanists,browser,coords2json,curl,fix_items,https://github.com/bearloga/WikidataQueryServiceR,images_on_wikidata_not_wikipedia,jgonsior-tree,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps),microsync,misc,missing_wp_animal_audio,new_resolve_authors,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),okhttp/3.4.1,orcid_bot,orcidator,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *),other,python-requests,query,resolver,rest-client2.0.* (*) ruby/*,sparqlwrapper * (rdflib.github.io/sparqlwrapper),taxon_matcher,testing,thorough_name_match,translate_items_with_property,update_dynamic,wd_edit_stats,wdq_image_feed,-__total,Apache-HttpClient__total,Apache-Jena-ARQ__total,Asparagus/Asparagus 0.1__total,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *)__total,C++ WikiAPI__total,GuzzleHttp__total,Jakarta Commons-HttpClient/3.1__total,Java/1.6.0__total,Java/1.7.0__total,Java/1.8.0__total,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45)__total,Magnus labs tools__total,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/)__total,MediaWiki/1.30.0-wmf.*__total,MovieGuide-wikidata/0.1__total,PBB_core fastrun__total,PetScan__total,Python-httplib2__total,Python-urllib__total,Pywikibot/3.0-dev__total,QueryBot/0.1__total,Ruby__total,SQID Python Helper__total,WikidataR - https://github.com/Ironholds/WikidataR__total,YTCleaner__total,__find_genus__total,__match_or_create_species__total,__match_taxon__total,automatch__total,auxiliary_matcher__total,awarder__total,axios__total,beaTunes__total,beacon__total,bot_commons__total,botanists__total,browser__total,coords2json__total,curl__total,fix_items__total,https://github.com/bearloga/WikidataQueryServiceR__total,images_on_wikidata_not_wikipedia__total,jgonsior-tree__total,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps)__total,microsync__total,misc__total,missing_wp_animal_audio__total,new_resolve_authors__total,node-fetch/1.0 (+https://github.com/bitinn/node-fetch)__total,okhttp/3.4.1__total,orcid_bot__total,orcidator__total,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *)__total,other__total,python-requests__total,query__total,resolver__total,rest-client2.0.* (*) ruby/*__total,sparqlwrapper * (rdflib.github.io/sparqlwrapper)__total,taxon_matcher__total,testing__total,thorough_name_match__total,translate_items_with_property__total,update_dynamic__total,wd_edit_stats__total,wdq_image_feed__total
P646,530242,1774936,1834.0,528314.0,94.0,2350.0,1720106.0,52480.0,53679.0,29537.0,23464.0,1580.0,,10.0,7337.0,4.0,,,612.0,,4.0,,81310.0,,4.0,,,3.0,,,23653.0,,,,,,,,,,,,45.0,,,31827.0,,3.0,,4.0,,,,,,,,,,,,,5938.0,215436.0,,,,55912.0,,,,,,,,144365.0,33690.0,51136.0,3471.0,,460.0,14378.0,7.0,,,9205.0,,184.0,,151056.0,,264.0,,,5.0,,,52804.0,,,,,,,,,,,,700.0,,,87624.0,,20.0,,24.0,,,,,,,,,,,,,6362.0,988932.0,,,,308212.0,,,,,,,
P414,505853,2450586,593.0,505229.0,31.0,804.0,2448823.0,959.0,90855.0,4.0,163.0,,,,,,,,,253788.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,624.0,,3.0,,,,,,,,,,,5.0,,,,2.0,110738.0,,,,49701.0,,,,,,,,172706.0,42.0,221.0,,,,,,,,,262896.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,1763.0,,9.0,,,,,,,,,,,7.0,,,,10.0,1620939.0,,,,392979.0,,,,,,,
P166,472829,1942895,3779.0,468990.0,60.0,6424.0,1852431.0,84040.0,465403.0,248.0,1237.0,,,,,2.0,,,16.0,,183.0,,,,,12.0,,1.0,,,,,,,,,,,,978.0,,,,,,3842.0,,,,,,,,,,,,,68.0,,,,353.0,32.0,3.0,,,520.0,,,,,1.0,,,1903619.0,263.0,2796.0,,,,,12.0,,,36.0,,11231.0,,,,,29.0,,1.0,,,,,,,,,,,,1578.0,,,,,,90467.0,,,,,,,,,,,,,81.0,,,,1404.0,798.0,18.0,,,15662.0,,,,,1003.0,,
P2067,457110,499551,692.0,456403.0,15.0,1181.0,498229.0,141.0,1274.0,2.0,258.0,,,,,6.0,187.0,2066.0,,,10.0,,,,1.0,,,,28.0,,,,,,,,,,,,,,,1.0,,707.0,,,,,,,,,,,,,,,,,2.0,25.0,,,,452558.0,,,,,,,,8498.0,4.0,1040.0,,,,,45.0,389.0,3380.0,,,62.0,,,,1.0,,,,60.0,,,,,,,,,,,,,,,84.0,,1322.0,,,,,,,,,,,,,,,,,6.0,812.0,,,,483989.0,,,,,,,
P570,438711,2858226,10193.0,428348.0,170.0,15599.0,2672683.0,169944.0,141508.0,339.0,619.0,,,,,664.0,5136.0,61564.0,1745.0,,3404.0,,,,,26.0,,180.0,14773.0,3.0,,,,,,,,,,,,,,1.0,,34178.0,,,,9.0,,,1.0,,,,,,,2.0,,,350.0,1498.0,19.0,,,12304.0,,,160567.0,,1.0,,,1084871.0,416.0,937.0,,,,,47450.0,17278.0,139858.0,3102.0,,280244.0,,,,,1170.0,,25051.0,75590.0,233.0,,,,,,,,,,,,,,83.0,,242637.0,,,,497.0,,,169.0,,,,,,,307.0,,,1303.0,49755.0,53.0,,,30881.0,,,883600.0,,419.0,,
P1628,432218,470778,189.0,432026.0,3.0,345.0,470376.0,57.0,4.0,,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,2.0,431487.0,,,,2.0,,,,,,,,4.0,,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,9.0,468286.0,,,,2.0,,,,,,,
P244,423212,24959284,206.0,423002.0,4.0,415.0,24958851.0,18.0,6.0,,422.0,,,6.0,,,,183.0,,,1.0,,27712.0,,,,,10.0,1.0,,,,,,,,,,394350.0,,,,301.0,,,210.0,,3.0,,,,,,1.0,,,,,,,,,3.0,2.0,1.0,1.0,,3.0,,,,,,,,6.0,,631.0,,,148.0,,,,208.0,,,82.0,,56744.0,,,,,341.0,12.0,,,,,,,,,,24895177.0,,,,4119.0,,,433.0,,5.0,,,,,,29.0,,,,,,,,,18.0,1340.0,2.0,4.0,,3.0,,,,,,,
P136,420601,1242666,2403.0,418133.0,65.0,4726.0,1153590.0,84350.0,376908.0,9782.0,5072.0,,,,,3396.0,,19656.0,92.0,,170.0,,,,,24.0,,82.0,,,,,,,,,,,,,,647.0,,,,2468.0,,,,4.0,,,,,,,,,481.0,,,,644.0,482.0,,,,757.0,,,,,3.0,,,1083432.0,65645.0,10421.0,,,,,13487.0,,26324.0,188.0,,14493.0,,,,,82.0,,511.0,,,,,,,,,,,,,,907.0,,,,89076.0,,,,36.0,,,,,,,,,635.0,,,,2798.0,2432.0,,,,15546.0,,,,,1008.0,,
P154,394070,760897,349.0,393716.0,5.0,997.0,676673.0,83227.0,391834.0,,129.0,,,6.0,,,,,43.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,354.0,,,,3.0,,,,,,,,,13.0,,,,2.0,1681.0,,,,9.0,,,,,,,,752124.0,,133.0,,,148.0,,,,,166.0,,,,,,,,,,1516.0,,,,,,,,,,,,,,,,,84224.0,,,,7.0,,,,,,,,,17.0,,,,13.0,5734.0,,,,70.0,,,,,,,
P2048,377020,451908,612.0,376379.0,29.0,1001.0,450622.0,285.0,6853.0,,251.0,,,,,3391.0,2212.0,,70.0,,5.0,,,,,24.0,,,2.0,,,,,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,,,2.0,46.0,,,,363537.0,,,,,,,,40802.0,,754.0,,,,,13432.0,18197.0,,232.0,,119.0,,,,,34.0,,,6.0,,,,,,,,,,,,,,,,,1307.0,,,,,,,,,,,,,,,,,8.0,334.0,,,,376970.0,,,,,,,
P2046,355573,570738,2933.0,352584.0,56.0,3978.0,565808.0,952.0,13815.0,2.0,310.0,,,,,1435.0,,,261.0,,30.0,,,,,3.0,,,20.0,,,,,,,,,,,,14.0,,,,,2989.0,,,,2.0,,,,,,,,,,,,,72.0,531.0,,,,336146.0,,,,,,,,21648.0,2.0,988.0,,,,,3053.0,,,346.0,,1276.0,,,,,7.0,,,1843.0,,,,,,,,,,,,24.0,,,,,4930.0,,,,4.0,,,,,,,,,,,,,188.0,1537.0,,,,535942.0,,,,,,,
P576,353899,2962473,1518.0,352335.0,46.0,3108.0,2955420.0,3945.0,11003.0,336.0,759.0,,,,,,,,405.0,,70.0,,,,,3.0,,,3678.0,,,,,,,,,,,,,,,,,1564.0,,,,,,,1021.0,,,,,,,,,,179.0,334840.0,,,3.0,85.0,,,,,,,,63941.0,412.0,810.0,,,,,,,,11446.0,,3973.0,,,,,96.0,,,17815.0,,,,,,,,,,,,,,,,,7053.0,,,,,,,20827.0,,,,,,,,,,205.0,2839630.0,,,56.0,244.0,,,,,,,
P580,326304,888401,7832.0,317961.0,511.0,18626.0,838640.0,31135.0,1827.0,5.0,1170.0,,,,,2113.0,,134305.0,68.0,,160.0,,,,3.0,11.0,,,166787.0,,,,,,,,,,,,,,,,,10620.0,,2.0,,,,,,,,,,,4001.0,,,,7.0,1353.0,1.0,,304.0,4083.0,,,,,,,,18942.0,30.0,3581.0,,,,,51181.0,,405279.0,131.0,,9163.0,,,,49.0,222.0,,,334461.0,,,,,,,,,,,,,,,,,74580.0,,9.0,,,,,,,,,,,6442.0,,,,88.0,4081.0,1.0,,1215.0,10448.0,,,,,,,
P2047,315981,729535,202.0,315778.0,1.0,271.0,646099.0,83165.0,221587.0,,246.0,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,93936.0,,,,,,,,629655.0,,253.0,,,,,,,,,,409.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,83436.0,,,,,,,,,,,,,,,,,10.0,1.0,,,,98930.0,,,,,,,
P351,299413,705165,1356.0,298042.0,15.0,8420.0,696312.0,433.0,6.0,,74.0,,,6.0,,,,,,,,,454.0,,295447.0,,,,,,,,,,,,,,,,,,45.0,,,1371.0,,,,,,,,,,,,,,,,,15.0,4.0,,1.0,,2009.0,,,,,,,,6.0,,288.0,,,148.0,,,,,,,,,678.0,,684245.0,,,,,,,,,,,,,,,,,,244.0,,,8853.0,,,,,,,,,,,,,,,,,135.0,104.0,,2.0,,10999.0,,,,,,,
P140,283506,820909,327.0,283148.0,31.0,423.0,815881.0,4605.0,85467.0,,772.0,,,,,651.0,,,36.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,16.0,,,196027.0,2.0,61.0,,,,141.0,,,,,,,,447887.0,,870.0,,,,,46659.0,,,132.0,,335.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,5028.0,,,,,,,,,,,,,19.0,,,323310.0,11.0,911.0,,,,347.0,,,,,,,
P54,277399,857041,1144.0,276231.0,24.0,1475.0,854846.0,720.0,2105.0,2.0,1663.0,,,,,,,267990.0,92.0,,18.0,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,,1168.0,,,,,,,,,,,,,2.0,,,,2.0,4265.0,2.0,,,102.0,,,,,,,,13209.0,10.0,9066.0,,,,,,,809888.0,211.0,,1422.0,,,,,7.0,,,62.0,,,,,,,,,,,,,,,,,2195.0,,,,,,,,,,,,,2.0,,,,12.0,5223.0,3.0,,,16451.0,,,,,,,
P528,270014,1153111,398.0,269605.0,11.0,1014.0,1151778.0,319.0,10.0,,269543.0,,,,,,,,,,31.0,,,,3.0,,,,12.0,,,,,,,,,,,,,,,,,413.0,,4.0,,,,,,,,,,,,,,,2.0,4.0,,,,3.0,,,,,,,,12.0,,1149207.0,,,,,,,,,,2505.0,,,,3.0,,,,156.0,,,,,,,,,,,,,,,,,1397.0,,8.0,,,,,,,,,,,,,,,11.0,48.0,,,,83.0,,,,,,,
P300,265375,20946526,690.0,264677.0,8.0,841.0,20945087.0,598.0,20.0,,2528.0,,,,,,,,,,256384.0,,1290.0,,,,,,3.0,,,,,,,,,,,,,,,,,698.0,,1.0,,,,,,,,,,,,,,,2.0,9.0,,1.0,,4449.0,,1100.0,,,,,,153.0,,106910.0,,,,,,,,,,20822024.0,,2542.0,,,,,,346.0,,,,,,,,,,,,,,,,,1439.0,,14.0,,,,,,,,,,,,,,,10.0,91.0,,2.0,,13632.0,,169744.0,,,,,
P577,261734,807211,6969.0,254676.0,89.0,25072.0,777396.0,4743.0,235509.0,9680.0,704.0,,,,,,,309.0,129.0,,83.0,,,,,2.0,,18.0,2.0,,,,,,,,,,,,443.0,,,,,7093.0,,1.0,,1.0,,,,,,,,1.0,,,,,922.0,2192.0,3.0,,,4738.0,,,,,,,,632775.0,65421.0,1391.0,,,,,,,442.0,254.0,,4422.0,,,,,336.0,,98.0,2.0,,,,,,,,,,,,12878.0,,,,,29866.0,,10.0,,507.0,,,,,,,,36.0,,,,,5105.0,3990.0,3.0,,,54841.0,,,,,,,
P127,254816,923062,4224.0,250581.0,11.0,29002.0,887019.0,7041.0,140273.0,2.0,441.0,,,,,,,,9.0,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,4235.0,,1.0,,,,,,,,,,,33.0,,,,2.0,99678.0,,,,10145.0,,,,,,,,381060.0,2.0,5634.0,,,,,,,,37.0,,380.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,36043.0,,1.0,,,,,,,,,,,45.0,,,,11.0,425155.0,,,,81730.0,,,,,,,
P150,246869,1993815,637.0,246222.0,10.0,995.0,1992469.0,351.0,16851.0,6.0,618.0,,,,,,108.0,,104.0,,602.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,6.0,,,,2.0,227927.0,,,,2.0,,1.0,,,2.0,,,26891.0,11.0,7715.0,,,,,,630.0,,137.0,,51494.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,1348.0,,,,,,,,,,,,,14.0,,,,10.0,1905473.0,,,,104.0,,66.0,,,755.0,,
P161,237338,908843,1552.0,235730.0,56.0,3319.0,844898.0,60626.0,117501.0,13892.0,1154.0,2508.0,,,16.0,,,,17956.0,,27.0,,,,,,,,,81748.0,,,,,,,,,,,,,,,,1608.0,,,,,,,,,,,,,75.0,,,,632.0,109.0,1.0,,,167.0,,,,,1.0,,,517795.0,168278.0,14532.0,5261.0,,,31.0,,,,18267.0,,2124.0,,,,,,,,,169909.0,,,,,,,,,,,,,,,,63945.0,,,,,,,,,,,,,86.0,,,,2472.0,485.0,1.0,,,6106.0,,,,,336.0,,
P571,235124,578312,3203.0,231851.0,70.0,7356.0,557783.0,13173.0,223207.0,340.0,966.0,,,1.0,,3398.0,117.0,,64.0,,151.0,,,,,27.0,,3.0,36.0,,,,,,,,,,,,15.0,533.0,,,,5115.0,,1.0,,5.0,,,1.0,,,,,,,,,,2.0,877.0,,,2.0,335.0,,1.0,,,,,,522344.0,437.0,4945.0,,,44.0,,13513.0,161.0,,132.0,,8474.0,,,,,210.0,,9.0,156.0,,,,,,,,,,,,41.0,649.0,,,,33801.0,,5.0,,11.0,,,5.0,,,,,,,,,,11.0,4073.0,,,82.0,2307.0,,230.0,,,,,
P162,234388,707403,263.0,234119.0,6.0,331.0,623879.0,83193.0,221099.0,9674.0,506.0,,,,13.0,,,,8.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,49.0,,,,432.0,2332.0,,,,9.0,,,,,,,,625646.0,65411.0,6494.0,,,,24.0,,,,10.0,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,83524.0,,,,,,,,,,,,,63.0,,,,1313.0,6963.0,,,,899.0,,,,,,,
P361,226702,455873,7805.0,218787.0,110.0,23019.0,428333.0,4521.0,97886.0,2.0,1021.0,,,,,1921.0,,,15.0,,856.0,,,,112902.0,17.0,,13.0,70.0,,,,,,,,,,,,,,,,,7917.0,,2.0,,,,,1672.0,,,,,,1245.0,,,,143.0,1076.0,6.0,,7.0,48.0,,,,,,,,181639.0,4.0,9380.0,,,,,5869.0,,,24.0,,35765.0,,,,166424.0,164.0,,521.0,377.0,,,,,,,,,,,,,,,,,27548.0,,12.0,,,,,15424.0,,,,,,4827.0,,,,1906.0,4160.0,7.0,,53.0,6433.0,,,,,,,
P2049,217380,232431,1731.0,215628.0,21.0,2449.0,229861.0,121.0,21.0,,204.0,,,,,4135.0,,,,,,,,,,24.0,,,2.0,,,,,,,,,,,,,,,,,1752.0,,,,,,,,,,,,,,,,,2.0,94.0,,,,211168.0,,,,,,,,37.0,,206.0,,,,,16277.0,,,,,,,,,,34.0,,,6.0,,,,,,,,,,,,,,,,,2570.0,,,,,,,,,,,,,,,,,8.0,378.0,,,,213039.0,,,,,,,
P639,213504,1307474,2.0,213500.0,2.0,2.0,367132.0,940340.0,5.0,,59.0,,,10.0,,,,,,,,,1118.0,,212308.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,59.0,,,146.0,,,,,,,,,1818.0,,1305434.0,,,,,,,,,,,,,,,,,,,,,940342.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P21,210316,3841419,7916.0,202056.0,344.0,16341.0,3334516.0,490562.0,99223.0,482.0,1526.0,,,22.0,,665.0,67.0,53648.0,1129.0,,1008.0,,,,,165.0,,199.0,165.0,,,,,,,,,,779.0,,,,,,,32858.0,,4.0,,2.0,,,,,,,,,1463.0,,,,113.0,3218.0,21.0,,6.0,14057.0,,2.0,,1.0,3.0,,,856934.0,511.0,13254.0,,,2222.0,,47466.0,93.0,79954.0,3001.0,,696779.0,,,,,1667.0,,1562625.0,1556691.0,,,,,,,,,,377207.0,,,,,,,1583130.0,,42.0,,914.0,,,,,,,,,1745.0,,,,1092.0,100546.0,115.0,,39.0,33489.0,,17.0,,1.0,1008.0,,
P641,205758,409234,740.0,204986.0,32.0,2410.0,404601.0,2223.0,8190.0,,205.0,,,,,,,,15.0,,36.0,,,,,54.0,,,,,,,,,,,,,,,,,,,,1207.0,,,,,,,,,,,,,11.0,,,196027.0,2.0,24.0,3.0,,,16.0,,,,,,,,64502.0,,583.0,,,,,,,,18.0,,2029.0,,,,,416.0,,,,,,,,,,,,,,,,,,,,16180.0,,,,,,,,,,,,,11.0,,,323310.0,13.0,794.0,13.0,,,3572.0,,,,,,,
P1435,201322,421687,4797.0,196476.0,49.0,81432.0,339510.0,745.0,15.0,,177.0,,,,,,,,,,135.0,,,,,47.0,,2.0,28.0,,,,,,,,,,,,,,,,,4894.0,,,,3.0,,,1.0,,,,,,,,,196027.0,2.0,18.0,8.0,,,13.0,,,,,5.0,,,574.0,,346.0,,,,,,,,,,6005.0,,,,,229.0,,74.0,1769.0,,,,,,,,,,,,,,,,,86278.0,,,,12.0,,,31.0,,,,,,,,,323310.0,8.0,1571.0,26.0,,,1279.0,,,,,1934.0,,
P364,194877,589797,654.0,194206.0,17.0,1043.0,588524.0,230.0,192075.0,,1141.0,,,,,,,,38.0,,27.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,671.0,,,,,,,,,,,,,,,,,344.0,332.0,,,,257.0,,,,,,,,575631.0,,1596.0,,,,,,,,66.0,,2219.0,,,,,103.0,,,,,,,,,,,,,,,,,,,,1273.0,,,,,,,,,,,,,,,,,353.0,1041.0,,,,7830.0,,,,,,,
P921,189997,667684,7030.0,182950.0,17.0,18191.0,648823.0,670.0,154628.0,9673.0,391.0,,,,,,,,17660.0,,25.0,,,,,59.0,,,,,,,,,,,,,,,,,,,,7047.0,,,,,,,,,,,,,,,,,496.0,28.0,,,,14.0,,,,,,,,552035.0,65409.0,7604.0,,,,,,,,17672.0,,1914.0,,,,,925.0,,,,,,,,,,,,,,,,,,,,18861.0,,,,,,,,,,,,,,,,,2000.0,78.0,,,,2411.0,,,,,,,
P425,189689,1504856,181.0,189507.0,1.0,318.0,1504535.0,3.0,8.0,4.0,100.0,,,,,,,,1.0,,19.0,,1662.0,,,2.0,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,22.0,,,,2.0,187682.0,,,,6.0,,,,,,,,8.0,5.0,847.0,,,,,,,,1.0,,1143.0,,3306.0,,,5.0,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,35.0,,,,10.0,1499172.0,,,,6.0,,,,,,,
P264,187598,395418,91.0,187505.0,2.0,162.0,312088.0,83168.0,186399.0,,771.0,,,,,,,,10.0,,,,,,,2.0,,,,,,,,,,,,,,,,27.0,,,,93.0,,,,,,,,,,,,,51.0,,,,2.0,235.0,,,,10.0,,,,,,,,391361.0,,3108.0,,,,,,,,25.0,,,,,,,5.0,,,,,,,,,,,,,,,,28.0,,,,83330.0,,,,,,,,,,,,,101.0,,,,9.0,404.0,,,,215.0,,,,,,,
P495,180558,676561,1426.0,179100.0,32.0,2548.0,672474.0,1539.0,156998.0,9675.0,1288.0,,,,,3390.0,,,101.0,,40.0,,,,,10.0,,,,,,,,,,,,,,,,529.0,,,,1458.0,,,,,,,,,,,,,63.0,,,,345.0,2108.0,3.0,,,4584.0,,,,,,,,507941.0,65411.0,14017.0,,,,,13432.0,,,189.0,,2228.0,,,,,100.0,,,,,,,,,,,,,,,,643.0,,,,4087.0,,,,,,,,,,,,,109.0,,,,359.0,11735.0,3.0,,,57936.0,,,,,,,
P26,174615,1185052,3105.0,171439.0,71.0,10723.0,1164651.0,9678.0,140755.0,11.0,1869.0,,,,,586.0,308.0,,355.0,,4.0,,,,3.0,2.0,,5.0,1519.0,,,,,,,,,,,,,,,,,3181.0,,,,,,,,,,,,,50.0,,,,8.0,175.0,,,,25858.0,,,,,,,,1064404.0,25.0,21766.0,,,,,42335.0,527.0,,1341.0,,346.0,,,,6.0,4.0,,16.0,1519.0,,,,,,,,,,,,,,,,,20406.0,,,,,,,,,,,,,55.0,,,,107.0,14534.0,,,,27517.0,,,,,,,
P36,164899,1049287,1162.0,163714.0,23.0,1887.0,1047035.0,365.0,48930.0,,1470.0,,,,,,,,119.0,,33.0,,,,,,,,1179.0,,,,,,,,,,,,,,,,,1188.0,,1.0,,1.0,,,,,,,,,3.0,,,,23.0,111704.0,,,,272.0,,,,,,,,59414.0,,25837.0,,,,,,,,182.0,,76.0,,,,,,,,1520.0,,,,,,,,,,,,,,,,,2255.0,,21.0,,1.0,,,,,,,,,9.0,,,,130.0,950067.0,,,,10161.0,,,,,,,
P2043,161771,179183,1987.0,159769.0,15.0,2810.0,174633.0,1740.0,16.0,5.0,291.0,,,,,496.0,,,74.0,,14.0,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,4.0,17.0,,,,158857.0,,,,,,,,1525.0,14.0,314.0,,,,,1287.0,,,405.0,,444.0,,,,,8.0,,,10.0,,,,,,,,,,,,,,,,,4550.0,,,,,,,,,,,,,,,,,16.0,25.0,,,,172325.0,,,,,,,
P249,159348,534737,282.0,159054.0,12.0,373.0,534070.0,294.0,7.0,1.0,72.0,,,,,,,,,126894.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,294.0,,1.0,,,,,,,,,,,,,,,3.0,22142.0,,,,9946.0,,,,,,,,24.0,20.0,72.0,,,,,,,,,131448.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,667.0,,4.0,,,,,,,,,,,,,,,13.0,324171.0,,,,78628.0,,,,,,,
P1647,153714,281942,415.0,153293.0,6.0,575.0,281348.0,19.0,111.0,,52.0,,,,,,,,,,,,,,,,,,152490.0,,,,,,,,,,,,,,,,,421.0,,1.0,,,,,,,,,,,,,,,11.0,634.0,,,,,,,,,,,,128.0,,52.0,,,,,,,,,,,,,,,,,,278381.0,,,,,,,,,,,,,,,,,594.0,,7.0,,,,,,,,,,,,,,,84.0,2715.0,,,,,,,,,,,
P175,153540,389906,425.0,153107.0,8.0,1905.0,304650.0,83351.0,125371.0,6.0,831.0,,,,,1.0,,,113.0,,502.0,,,,,1.0,,19.0,18.0,,,,,,,,,,,,111.0,25878.0,,,,435.0,,,,,,,,,,,,,75.0,,,,2.0,33.0,,,,152.0,,,,,,,,239890.0,16.0,17386.0,,,,,14.0,,,180.0,,40831.0,,,,,5.0,,232.0,22.0,,,,,,,,,,,,4095.0,84567.0,,,,85260.0,,,,,,,,,,,,,104.0,,,,10.0,73.0,,,,572.0,,,,,,,
P50,152468,329634,10167.0,142253.0,48.0,29049.0,299270.0,1315.0,116939.0,8.0,808.0,,,,,,,,30.0,,55.0,,,,,2.0,,279.0,,23769.0,,,,,,,,,,,2.0,,,,,10216.0,,1.0,,,,,,,,,,1.0,32.0,2.0,,,12.0,57.0,1.0,,,302.0,,,,,,,,207099.0,18.0,11173.0,,,,,,,,75.0,,2427.0,,,,,6.0,,1797.0,,69564.0,,,,,,,,,,,39.0,,,,,30366.0,,10.0,,,,,,,,,,36.0,41.0,307.0,,,69.0,764.0,2.0,,,7198.0,,,,,,,
P69,150851,1135681,3265.0,147534.0,52.0,6724.0,1122995.0,5962.0,139973.0,2.0,451.0,,,,,664.0,,,142.0,,64.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,3318.0,,2.0,,,,,,,,,,,53.0,,,,3.0,26.0,,,6134.0,59.0,,,,,,,,1063111.0,2.0,3206.0,,,,,47452.0,,,291.0,,5279.0,,,,,39.0,,,,,,,,,,,,,,,,,,,,12687.0,,11.0,,,,,,,,,,,56.0,,,,17.0,895.0,,,7876.0,835.0,,,,,,,
P40,145985,1139507,3337.0,142608.0,40.0,10049.0,1125489.0,3969.0,139520.0,6.0,1909.0,,,,,586.0,369.0,,147.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,3379.0,,1.0,,,,,,,,,,,33.0,,,,6.0,23.0,,,,42.0,,,,,,,,1056027.0,24.0,20683.0,,,,,42333.0,1394.0,,561.0,,250.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,14020.0,,8.0,,,,,,,,,,,36.0,,,,103.0,7861.0,,,,171.0,,,,,,,
P1038,141006,1071681,214.0,140787.0,5.0,1748.0,1069903.0,30.0,140562.0,,193.0,,,2.0,,,,,3.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,13.0,,,,6.0,3.0,,,,6.0,,,,,,,,1064001.0,,5387.0,,,138.0,,,,,3.0,,83.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,1778.0,,,,,,,,,,,,,13.0,,,,42.0,251.0,,,,6.0,,,,,,,
